id|faction_id|name|legend|description|detachment|
000008530|SM|Deeds Worthy of Saga|Legendary deeds in the midst of battle are an intoxicating mead. Those who witness them are inspired to greater feats of daring and valour, determined to prove themselves worthy of their champions.|At the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one of the Sagas listed below (excluding Saga of Majesty); that Saga is considered to be completed by your army, and all <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army gain the associated benefit until the end of the battle. <br><br>At the end of each player’s turn, you can select one of the Sagas listed below (excluding the Saga you selected at the start of the first battle round). If that Saga was completed by your army during that turn, all <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army gain the associated benefit until the end of the battle. You can only select each Saga once per battle.<div style="height:8px"></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF THE WARRIOR BORN</p><p><ul><li>This Saga is completed if one or more <span class="tooltip00437" data-tooltip-content="#tooltip_content00437" data-tooltip-anchor="#tooltip_content00437"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army <span class="tooltip00080" data-tooltip-content="#tooltip_content00080"><span class="tt kwbu">destroyed</span></span> one or more enemy <span class="kwb">CHARACTER</span> models during that turn.</li><li><b>Benefit Once Completed:</b> Melee weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.</li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF MAJESTY</p><p><ul><li>This Saga is completed if you controlled one or more <span class="tooltip00046" data-tooltip-content="#tooltip_content00046"><span class="tt kwbu">objective</span> <span class="tt kwbu">markers</span></span> in your opponent’s deployment zone at the end of that turn, and one or more <span class="tooltip00437" data-tooltip-content="#tooltip_content00437" data-tooltip-anchor="#tooltip_content00437"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army were within range of that objective marker.</li><li><b>Benefit Once Completed:</b> Improve the Objective Control characteristic of <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army by 1.</li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF THE BEAR</p><p><ul><li>This Saga is completed if one or more <span class="tooltip00437" data-tooltip-content="#tooltip_content00437" data-tooltip-anchor="#tooltip_content00437"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army were reduced to below half of their starting number of wounds during that turn, but were not <span class="tooltip00080" data-tooltip-content="#tooltip_content00080"><span class="tt kwbu">destroyed</span></span> at the end of that turn.</li><li><b>Benefit Once Completed:</b> <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="tooltip00073" data-tooltip-content="#tooltip_content00073"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">6+</span></span> ability.</li></ul></p></td></tr></tbody></tbody></table></div><div class="BreakInsideAvoid"><table max-width="480px" border="0" cellpadding="3" style="border-width:0px"><tbody><tbody><tr><td><p style="display:block" class="impact18">SAGA OF THE BEASTSLAYER</p><p><ul><li>This Saga is completed if one or more <span class="tooltip00437" data-tooltip-content="#tooltip_content00437" data-tooltip-anchor="#tooltip_content00437"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> models from your army <span class="tooltip00080" data-tooltip-content="#tooltip_content00080"><span class="tt kwbu">destroyed</span></span> one or more enemy <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> models during that turn.</li><li><b>Benefit Once Completed:</b> Melee weapons equipped by <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.</li></ul></p></td></tr></tbody></tbody></table></div>|Champions of Russ|
000008770|SM|Grim Resolve|The Dark Angels are renowned for their unshakeable resolve, enduring tenacity and strict discipline in battle. They are tactically astute, able to prosecute their wars on any front. On the offence, they strike with all the martial pride of the Lion, while in defence they are stalwart, determined to accomplish their mission no matter the cost.|While an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army is <span class="tooltip00021" data-tooltip-content="#tooltip_content00021"><span class="tt kwbu">Battle-shocked</span></span>, change the Objective Control characteristic of models in that unit to 1, instead of 0. In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army; until the start of your next Command phase, add 1 to the Objective Control characteristic of models in that unit.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|Unforgiven Task Force|
000008773|SM|Vowed Target|Whether its true significance is kept a secret or not, there is a singular prize here that the Inner Circle have come to either secure or destroy. They will pursue this strategic objective with cold ferocity.|At the start of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, select one of the following:<br><ul><li><b>Defensive Footing:</b> Select one <span class="tooltip00046" data-tooltip-content="#tooltip_content00046"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span> you control. Until the start of your next Movement phase, that objective marker is your Vowed objective marker.</li><li><b>Aggressive Push:</b> Select one or more objective markers you do not control. Until the start of your next Movement phase, each of those objective markers is one of your Vowed objective markers. If a rule refers to a unit or model being within range of your Vowed objective marker, that rule takes effect if that unit or model is within range of one or more of your Vowed objective markers.</li></ul>Each time a <span class="tooltip00511" data-tooltip-content="#tooltip_content00511" data-tooltip-anchor="#tooltip_content00511"><span class="kwb kwbu">DEATHWING</span> <span class="kwb kwbu">INFANTRY</span></span> unit from your army makes an attack that targets a unit within range of one or more of your Vowed objective markers, add 1 to the <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|Inner Circle Task Force|
000008777|SM|Masters Of Manoeuvre|The Ravenwing are fearsome and daring hunters, relentless in pursuit and furious on the assault When they lead the Dark Angels to war they inspire their battle-brothers with their strategic and tactical mastery of high-speed warfare, knightly bike-mounted venators leading every charge and rapidly outmanoeuvring the foe.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army are eligible to shoot in a turn in which they <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Advanced</span></span> or <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.<br><br><span class="tooltip00196" data-tooltip-content="#tooltip_content00196" data-tooltip-anchor="#tooltip_content00196"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">MOUNTED</span></span> units from your army are eligible to shoot and declare a charge in a turn in which they Advanced or Fell Back.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.<br><br><span class="hi_custom">KEYWORDS</span><br><a class="kwbOne" href="/wh40k10ed/factions/space-marines/Outrider-Squad"><span class="kwb kwbo">OUTRIDER</span> <span class="kwb kwbo">SQUAD</span></a> units from your army gain the <span class="tooltip00512" data-tooltip-content="#tooltip_content00512" data-tooltip-anchor="#tooltip_content00512"><span class="kwb kwbu">BATTLELINE</span></span> keyword.|Company of Hunters|
000009185|SM|A Noble Death in Combat|For the lost brothers of the Death Company one final battle remains. The sacrifice of each fallen warrior inspires his surviving brothers to ever greater acts of savage violence.|Each time a <span class="tooltip00513" data-tooltip-content="#tooltip_content00513" data-tooltip-anchor="#tooltip_content00513"><span class="kwb kwbu">DEATH</span> <span class="kwb kwbu">COMPANY</span></span> model from your army makes a melee attack, re-roll a <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1 if that model’s unit is below its <span class="tooltip00059" data-tooltip-content="#tooltip_content00059"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span>; if that model’s unit is <span class="tooltip00053" data-tooltip-content="#tooltip_content00053"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, you can re-roll the Wound roll instead.<br><br><span class="hi_custom">KEYWORDS</span><br>If you select this Detachment, <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Death-Company-Marines"><span class="kwb kwbo">DEATH</span> <span class="kwb kwbo">COMPANY</span> <span class="kwb kwbo">MARINES</span></a> and <a class="kwbOne" href="/wh40k10ed/factions/space-marines/Death-Company-Marines-with-Bolt-Rifles"><span class="kwb kwbo">DEATH</span> <span class="kwb kwbo">COMPANY</span> <span class="kwb kwbo">MARINES</span> <span class="kwb2 kwbo">WITH</span> <span class="kwb kwbo">BOLT</span> <span class="kwb kwbo">RIFLES</span></a> units from your army have the <span class="kwb">BATTLELINE</span> keyword.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|The Lost Brethren|
000009189|SM|Upon Wings of Fire|The Blood Angels soar high above the battlefield before plummeting to strike their foes with bone-shattering force. They are true masters of the war-torn skies.|At the end of your opponent s turn, you can select a number of <span class="tooltip00514" data-tooltip-content="#tooltip_content00514" data-tooltip-anchor="#tooltip_content00514"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">JUMP</span> <span class="kwb kwbu">PACK</span></span> units from your army (excluding units that are within <span class="tooltip00017" data-tooltip-content="#tooltip_content00017"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more enemy units). The maximum number of units you can select depends on the battle size, as follows:<br><div class="BreakInsideAvoid"  style="""><table width="0" border="0" bordercolor="#888" cellpadding="4" cellspacing="0" style="border-collapse:collapse;border-width:0px"><tbody><tr><td><table class=" customTable tablefont" border="1" bordercolor="#888" cellpadding="4" style="border-collapse:collapse;border-color:#888888;border-width:0px"><tbody><tr><td style="border-width:1px 1px 1px 1px;border-style:none none solid none;background-color:rgb(114,25,28);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:160px;height:0px;"><b>BATTLE SIZE</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none solid none;background-color:rgb(114,25,28);color:rgb(254,254,254);text-align:center;vertical-align:middle;font-size:20px;width:320px;height:0px;">UNITS</td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:160px;height:0px;"><b>Incursion</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;">Up to 1 units </td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:160px;height:0px;"><b>Strike Force</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;">Up to 2 units </td></tr><tr><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:left;vertical-align:middle;font-size:18px;width:160px;height:0px;"><b>Onslaught</b></td><td style="border-width:1px 1px 1px 1px;border-style:none none dotted none;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;">Up to 3 units </td></tr></tbody></table></td></tr></tbody></table></div><br>Once you have made your selections, remove those units from the battlefield and place them into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>. In the <a href="/wh40k10ed/the-rules/core-rules/#2.-Reinforcements">Reinforcements step</a> of your next <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, set each of those units up using their <span class="tooltip00087" data-tooltip-content="#tooltip_content00087"><span class="tt kwbu">Deep</span> <span class="tt kwbu">Strike</span></span> ability.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">BLOOD</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|The Angelic Host|
000009242|SM|Drive Home the Blade|The Adeptus Astartes launch their shipboard strikes with precision and lethal momentum, sweeping aside each new obstruct ion to their progress and pressing ever forward.|Each time an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit from your army is selected to shoot, if one or more models from that unit are within 1" of an <a href="/wh40k10ed/the-rules/boarding-action-rules/#Open-Hatchways">open Hatchway</a> and every model in that unit is on the same side of that Hatchway, select one enemy unit on the opposite side of that Hatchway from your unit. Until the end of the phase, ranged weapons equipped by models in your unit have the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[sustained</span> <span class="tt kwbu">hits</span> <span class="tt kwbu">1]</span></span></span> ability while targeting that enemy unit.|Boarding Strike|
000009247|SM|Relentless Salvoes|These vanguard specialists stay on the move, laying down hails of fire to harass and disrupt their foes even as they hit-and-fade through chambers and corridors.|<span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units from your army are eligible to shoot in a turn in which they <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Advanced</span></span> or <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.|Pilum Strike Team|
000009254|SM|Sacred Oath|Space Marine Chapters do not lightly commit their precious suits of Terminator armour to battle, nor the storied veterans who wear them. When they go to war, they always do so with a vital duty and a crucial target.|Once per battle, at the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, when you select a target for <span class="tooltip00222" data-tooltip-content="#tooltip_content00222"><span class="tt kwbu">Oath</span> <span class="tt kwbu">of</span> <span class="tt kwbu">Moment</span></span>, you can use this Detachment rule. If you do, until the start of your next Command phase, each time an <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> model from your army makes an attack that targets your Oath of Moment target, you can re-roll the <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span>.|Terminator Assault|
000009732|SM|In The Lion’s Claws|Those unfortunate enough to be caught between the devastating speed of the Ravenwing and the adamantine might of the Deathwing are pinned in place and torn to shreds by their combined fury.|<ul><li>Each time an enemy unit (excluding <span class="kwb">MONSTERS</span> and <span class="kwb">VEHICLES</span>) within <span class="tooltip00017" data-tooltip-content="#tooltip_content00017"><span class="tt kwbu">Engagement</span> <span class="tt kwbu">Range</span></span> of one or more <span class="tooltip00440" data-tooltip-content="#tooltip_content00440" data-tooltip-anchor="#tooltip_content00440"><span class="kwb kwbu">RAVENWING</span></span> units from your army Falls Back, all models in that enemy unit must take a <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Desperate</span> <span class="tt kwbu">Escape</span> <span class="tt kwbu">test</span></span>. When doing so, if that enemy unit is <span class="tooltip00021" data-tooltip-content="#tooltip_content00021"><span class="tt kwbu">Battle-shocked</span></span>, subtract 1 from each of those tests.</li><li>Each time a <span class="tooltip00436" data-tooltip-content="#tooltip_content00436" data-tooltip-anchor="#tooltip_content00436"><span class="kwb kwbu">DEATHWING</span></span> unit from your army declares a charge, if one or more targets of that charge are within Engagement Range of one or more <span class="kwb">RAVENWING</span> units from your army, add 2 to the <span class="tooltip00009" data-tooltip-content="#tooltip_content00009"><span class="tt kwbu">Charge</span> <span class="tt kwbu">roll</span></span>.</li></ul><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="kwb">DARK</span> <span class="kwb">ANGELS</span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other Chapter.|Lion’s Blade Task Force|
000009784|SM|Psychic Disciplines|Librarians spend their lives mastering psychic disciplines, learning how to manipulate the energies of the Immaterium to confound their foes and embolden their battle-brothers. |At the start of the <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select one of the following Psychic Disciplines. Until the end of the battle round, that Psychic Discipline is active and its effects apply to all <span class="tooltip00438" data-tooltip-content="#tooltip_content00438" data-tooltip-anchor="#tooltip_content00438"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">PSYKER</span></span> units from your army.<br><br><span class="h_custom">Biomancy Discipline</span><br>Add 2" to the Move characteristic of models in this unit.<br><br><span class="h_custom">Divination Discipline</span><br>Each time a model in this unit makes an attack, re-roll a <span class="tooltip00011" data-tooltip-content="#tooltip_content00011"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1 and re-roll a <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1.<br><br><span class="h_custom">Pyromancy Discipline</span><br>Each time a ranged attack made by a model in this unit targets an enemy unit within 12", improve the Armour Penetration characteristic of that attack by 1.<br><br><span class="h_custom">Telekinesis Discipline</span><br>Each time a ranged attack targets this unit, subtract 1 from the Strength characteristic of that attack.<br><br><span class="h_custom">Telepathy Discipline</span><br>Each time a model in this unit makes an attack, you can ignore any or all modifiers to that attack’s Weapon Skill or Ballistic Skill characteristics and/or any or all modifiers to the Hit roll.|Librarius Conclave|
000009834|SM|Legacy of the Angel|Never do the Blood Angels stand taller or strive harder than when faced with seemingly impossible odds. At such times, the Sons of Sanguinius delve deep into their souls for preternatural reserves of determination, fury and focus. Sometimes, they even touch upon the uncertain gift of prophecy that was said to be their gene-sire’s boon and his curse.|At the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, select two of the Angelic Legacy abilities listed below. Until the end of the battle, those Angelic Legacy abilities are active and their effects apply to all <span class="tooltip00437" data-tooltip-content="#tooltip_content00437" data-tooltip-anchor="#tooltip_content00437"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">CHARACTER</span></span> units from your army.<br><br><b>Sanguinary Grace:</b> This unit is eligible to shoot and declare a charge in a turn in which it <span class="tooltip00008" data-tooltip-content="#tooltip_content00008"><span class="tt kwbu">Fell</span> <span class="tt kwbu">Back</span></span>.<br><br><b>Carmine Wrath:</b> Each time a model in this unit makes an attack, re-roll a <span class="tooltip00011" data-tooltip-content="#tooltip_content00011"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span> of 1 and re-roll a <span class="tooltip00023" data-tooltip-content="#tooltip_content00023"><span class="tt kwbu">Wound</span> <span class="tt kwbu">roll</span></span> of 1.<br><br><b>Their Appointed Hour:</b> You can re-roll <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Advance</span></span> and <span class="tooltip00009" data-tooltip-content="#tooltip_content00009"><span class="tt kwbu">Charge</span> <span class="tt kwbu">rolls</span></span> made for this unit.<br><br><span class="hi_custom">Restrictions</span><br>Your army can include <span class="tooltip00110" data-tooltip-content="#tooltip_content00110" data-tooltip-anchor="#tooltip_content00110"><span class="kwb kwbu">BLOOD</span> <span class="kwb kwbu">ANGELS</span></span> units, but it cannot include <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other <span class="tooltip00444" data-tooltip-content="#tooltip_content00444"><span class="tt kwbu">Chapter</span></span>.|Angelic Inheritors|
000009842|SM|Zealous Litanies|Employing prayer as other warriors might use combat stimms, the Black Templars roar ritualised words of devotion that whip their ferocity and battle frenzy to near preternatural heights.|At the start of the <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, you can select one of the Litanies listed below. If you do, until the end of the battle round, that Litany is active and its effects apply to all <span class="tooltip00190" data-tooltip-content="#tooltip_content00190" data-tooltip-anchor="#tooltip_content00190"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">INFANTRY</span></span> and <span class="tooltip00196" data-tooltip-content="#tooltip_content00196" data-tooltip-anchor="#tooltip_content00196"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">MOUNTED</span></span> units from your army.<br><br><span class="hi_custom">Chorus of Relentless Hate</span><br>Add 2" to the Move characteristic of models in this unit and add 1 to <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Advance</span> <span class="tt kwbu">rolls</span></span> made for it.<br><br><span class="hi_custom">Rite of Perfervid Wrath</span><br>Add 1 to the Strength characteristic of melee weapons equipped by models in this unit.<br><br><span class="kwb">CHANT</span> <span class="kwb2">OF</span> <span class="kwb">DEATHLESS</span> <span class="kwb">DEVOTION</span><br>Models in this unit have a 5+ <span class="tooltip00041" data-tooltip-content="#tooltip_content00041"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span> against ranged attacks.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="tooltip00109" data-tooltip-content="#tooltip_content00109" data-tooltip-anchor="#tooltip_content00109"><span class="kwb kwbu">BLACK</span> <span class="kwb kwbu">TEMPLARS</span></span> units, but it cannot include <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other <span class="tooltip00444" data-tooltip-content="#tooltip_content00444"><span class="tt kwbu">Chapter</span></span>.|Wrathful Procession|
000009850|SM|The Great Wolf Watches|The battle-brothers of this Great Company know what their lord expects of them and would rather die a thousand deaths than be found wanting in Grimnar’s eyes.  |At the end of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">Charge phase</a>, each <span class="tooltip00190" data-tooltip-content="#tooltip_content00190" data-tooltip-anchor="#tooltip_content00190"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">INFANTRY</span></span> and <span class="tooltip00442" data-tooltip-content="#tooltip_content00442" data-tooltip-anchor="#tooltip_content00442"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">WALKER</span></span> unit from your army that is within 3" of one or more enemy units and would be eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> against one or more of those units can declare a charge against one or more of those units, and you resolve that charge as if it were your Charge phase. If that charge is successful, your unit does not receive any <span class="tooltip00056" data-tooltip-content="#tooltip_content00056"><span class="tt kwbu">Charge</span> <span class="tt kwbu">bonus</span></span> this turn.<br><br>While <span class="tooltip00443" data-tooltip-content="#tooltip_content00443" data-tooltip-anchor="#tooltip_content00443"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">ASTARTES</span> <span class="kwb kwbu">TERMINATOR</span></span> units from your army are not <span class="tooltip00021" data-tooltip-content="#tooltip_content00021"><span class="tt kwbu">Battle-shocked</span></span>, add 1 to the Objective Control characteristic of models in those units.<br><br><span class="hi_custom">RESTRICTIONS</span><br>Your army can include <span class="tooltip00113" data-tooltip-content="#tooltip_content00113" data-tooltip-anchor="#tooltip_content00113"><span class="kwb kwbu">SPACE</span> <span class="kwb kwbu">WOLVES</span></span> units, but it cannot include any <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> units drawn from any other <span class="tooltip00444" data-tooltip-content="#tooltip_content00444"><span class="tt kwbu">Chapter</span></span>.|Champions of Fenris|
000008441|TAU|Patient Hunter|The tactical philosophy known as the Kauyon allows for T’au commanders to draw the enemy into a deadly trap, springing it at the perfect moment to deliver a storm of fatal strikes against which none can escape.|From the third <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a> onwards, all ranged weapons equipped by <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability, or the <span class="kwb2 bluefont"><span class="tooltip00033" data-tooltip-content="#tooltip_content00033"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">2]</span></span></span> ability instead while targeting their unit’s <span class="tooltip00215" data-tooltip-content="#tooltip_content00215"><span class="tt kwbu">Spotted</span></span> unit.|Kauyon|
000008810|TAU|Killing Blow|Mont’ka is the most aggressive style of T’au warfare. Its singular focus is the art of identifying a target of opportunity and attacking it swiftly with an overwhelming application of force.|During the first, second and third <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle rounds</a>, ranged weapons equipped by <span class="kwb">T’AU</span> <span class="kwb">EMPIRE</span> models from your army have the <span class="kwb2 bluefont"><span class="tooltip00077" data-tooltip-content="#tooltip_content00077"><span class="tt kwbu">[ASSAULT]</span></span></span> ability. During the first, second and third battle rounds, while a unit is a <span class="tooltip00215" data-tooltip-content="#tooltip_content00215"><span class="tt kwbu">Guided</span> <span class="tt kwbu">unit</span></span>, its ranged weapons have the <span class="kwb2 bluefont"><span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">[LETHAL</span> <span class="tt kwbu">HITS]</span></span></span> ability.|Mont’ka|
000008814|TAU|Bonded Heroes|Cadres of T’au Battlesuit pilots fight in a manner inspired by the dynamism and determination of famous and beloved war leaders. Indeed, some of the specialist piloting manoeuvres they employ are named after such icons, in a few rare - and sometimes unofficial - cases even after those who have since fallen far from favour with the Ethereal Council. Either way, these bonded veterans are experts in the deadly art of engaging the enemy in close confines. They plunge into the heart of the enemy army where the fighting is fiercest, and prevail in the name of the Greater Good.|Each time a <span class="tooltip00461" data-tooltip-content="#tooltip_content00461" data-tooltip-anchor="#tooltip_content00461"><span class="kwb kwbu">T’AU</span> <span class="kwb kwbu">EMPIRE</span> <span class="kwb kwbu">BATTLESUIT</span></span> model from your army makes a ranged attack that targets a unit within 12", improve the Strength characteristic of that attack by 1. If that attack targets a unit within 9", improve the Armour Penetration characteristic of that attack by 1 as well.|Retaliation Cadre|
